Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
25-MAR-2019,15579.05,15579.05,15388.4,15416.85,28304864,1661.72
26-MAR-2019,15415.5,15426.25,15218.25,15356.6,28385813,1993.57
27-MAR-2019,15352.6,15421.85,15307.1,15339.4,27539227,1842.83
28-MAR-2019,15410.35,15636.5,15399.45,15566.75,38025265,2708.83
29-MAR-2019,15681.6,15729.5,15578.2,15628.2,28698651,2018.41
01-APR-2019,15668.8,15922.05,15662.55,15840.65,27734179,1820.31
02-APR-2019,15902.9,16013.25,15874.65,15988.4,25358268,2111.92
03-APR-2019,15996.5,16009.85,15862.5,15962.95,25163308,1951.19
04-APR-2019,15947.8,15954.15,15691,15744.8,31363340,2417.67
05-APR-2019,15800.45,15952.5,15759.8,15923.05,23506932,1788.82
08-APR-2019,15982.85,16061.3,15857.15,16028.25,22086073,1657.23
09-APR-2019,16048.25,16203.25,15999.65,16121.6,34843987,2244.02
10-APR-2019,16138.85,16172.8,15978.2,15999.15,56982204,2576.87
11-APR-2019,16018,16030.85,15852.3,15874.75,37532853,2101.12
12-APR-2019,15918.1,15989.7,15832,15911.1,52345311,1994.03
15-APR-2019,15917.7,16136.6,15862,16113.7,88386836,5271.6
16-APR-2019,16166.15,16176.6,16064.35,16084.9,70237133,3306.17
18-APR-2019,16177.85,16177.85,16021,16079.3,72219746,3695.11
22-APR-2019,16077.55,16204.3,16057.9,16150.6,30038085,1640.08
23-APR-2019,16179.45,16193.6,16082.45,16166.3,33651817,1436.58
24-APR-2019,16182.9,16405.8,16161.35,16370.35,40592814,2339.67
25-APR-2019,16361,16388.55,16299.2,16352.75,43108679,2776.8
26-APR-2019,16393.8,16523.75,16381.45,16504.45,26445478,1806.84
30-APR-2019,16510.95,16720.4,16502.45,16705.4,37839366,2685.13
02-MAY-2019,16656.9,16673.6,16387.3,16403.7,27472186,1851.01
03-MAY-2019,16259.5,16265.3,16065.45,16092.9,32287604,2224.45
06-MAY-2019,15949.3,16146.4,15925.4,16111.35,33864211,2033.24
07-MAY-2019,16145.65,16225.85,16100.65,16135.75,26138540,1691.4
08-MAY-2019,16106.05,16129.4,15998.6,16061.6,25144861,1806.81
09-MAY-2019,16031.6,16164.9,16002.45,16132.85,28758628,2081.33
10-MAY-2019,16117.6,16146.35,15911.95,15949.6,30520016,2261.3
13-MAY-2019,15949,16095.7,15915.15,15955.3,25189674,1634.45
14-MAY-2019,15942.95,15966.65,15642.95,15762.75,32260097,2085.05
15-MAY-2019,15793.35,15896.3,15743.7,15776.8,26513999,1563.41
16-MAY-2019,15816.65,15994.25,15779.75,15933.95,20983387,1404.02
17-MAY-2019,15962.4,16000.35,15803.2,15843.35,21610726,1514.72
20-MAY-2019,15933.3,16009.65,15642.7,15968.2,33973487,2055.03
21-MAY-2019,15982.3,15989.05,15737.15,15766.95,21394317,1494.32
22-MAY-2019,15750.05,15812.25,15640.6,15666.15,29498528,1947.6
23-MAY-2019,15772.05,15819.05,15506.2,15538.85,26404679,1813.57
24-MAY-2019,15622.25,15626.35,15461.85,15569.85,27924145,1982.8
27-MAY-2019,15587.4,15629.6,15526.4,15556.65,32487615,1972.03
28-MAY-2019,15614.1,15806.2,15554.9,15762.05,104740630,5491.01
29-MAY-2019,15773.3,15973,15754.35,15865.6,30451270,2293.72
30-MAY-2019,15908.95,16034.75,15879.2,15997.35,51495682,3250.98
31-MAY-2019,16070.6,16197.35,16042.6,16160.65,53201572,2650.82
03-JUN-2019,16159.5,16391,16082.8,16360.55,28151209,2085.29
04-JUN-2019,16276.8,16285.85,16072.9,16105.2,35764516,2294.56
06-JUN-2019,16155.8,16159.75,15991.4,16012.1,31264718,2276.8
07-JUN-2019,16042.3,16155.05,15972.75,16109.85,29098049,1474.48
10-JUN-2019,16176.85,16381.65,16152.2,16362.4,24741844,1540.38
11-JUN-2019,16406.25,16488.65,16380.5,16448.1,30617086,2001.59
12-JUN-2019,16441.75,16446.95,16283.65,16425.95,29518108,1974.22
13-JUN-2019,16340.05,16421.8,16282.65,16316.6,24126342,1762.19
14-JUN-2019,16326.7,16336.1,16239.2,16268.2,26301593,1596.98
17-JUN-2019,16285,16313.55,16190.9,16228.2,21959319,1109.81
18-JUN-2019,16215.7,16352.4,16212.3,16322.5,31939866,1484.82
19-JUN-2019,16358.75,16391.5,16215.95,16282.7,29330912,1498.99
20-JUN-2019,16039,16338.75,15994.95,16316.9,33530558,1839.08
21-JUN-2019,16343.35,16358.95,16154.85,16189.4,44927711,3091.21
24-JUN-2019,16202.4,16231.6,16142.4,16187.4,16349337,1110.19
25-JUN-2019,16158.8,16252.95,16050.6,16214.45,19774495,1105.27
26-JUN-2019,16152.7,16255.2,16079.2,16101.7,28695169,1489
27-JUN-2019,16096.2,16129.4,15946.65,15991.8,41146293,2572.62
28-JUN-2019,16069.9,16085.4,15904.8,15936.45,37902286,1738.31
01-JUL-2019,15982.7,16023.55,15893.55,15916.7,16679967,1326.11
02-JUL-2019,15952.9,16096.95,15886.45,16074.1,16987207,1325.34
03-JUL-2019,16091.1,16097.15,15906.4,15927.65,16757982,1228.16
04-JUL-2019,15901.45,15992.6,15896.9,15942.4,12823195,975.14
05-JUL-2019,15960.85,15979.45,15520,15550.05,20473922,1815.96
08-JUL-2019,15410.85,15480.15,15317.4,15376,26980287,2171.23
09-JUL-2019,15381.35,15434,15123.6,15254.5,23588410,2235.38
10-JUL-2019,15077,15322.75,15045.1,15168.6,23946977,2479.96
11-JUL-2019,15256.55,15258.35,15060.9,15214.25,20376482,1611.96
12-JUL-2019,15227.6,15293.35,15186.1,15227.4,24358006,1667.36
15-JUL-2019,15516.25,15697.45,15406.25,15662.05,44809100,3590.4
16-JUL-2019,15608.75,15630.6,15532.3,15580.45,25114991,1971.09
17-JUL-2019,15602.7,15708.8,15508.95,15675.95,31073297,2317.2
18-JUL-2019,15554.9,15636.85,15455.05,15498.45,51334929,3196.92
19-JUL-2019,15520.7,15611.6,15363.05,15383.65,24071564,1841.28
22-JUL-2019,15387.45,15494.05,15334.6,15448.25,21199392,1587.46
23-JUL-2019,15497.55,15645.7,15467.7,15493.4,26632051,2297.48
24-JUL-2019,15465.8,15531.85,15332.85,15380.75,20116466,1691.8
25-JUL-2019,15383.15,15510.6,15343.05,15474.65,28335619,2244.21
26-JUL-2019,15442.5,15461.65,15265.35,15348.05,17995198,1342.96
29-JUL-2019,15365.1,15528.1,15297,15400.85,17712106,1385.39
30-JUL-2019,15409.45,15527.5,15361.45,15501.65,24391431,2007.89
31-JUL-2019,15437.6,15649.15,15303.7,15620.2,30797834,2375.5
01-AUG-2019,15576.95,15593.55,15277.75,15332.1,39775850,2412.6
02-AUG-2019,15277.65,15461.05,15208.8,15422.1,25330329,1990.95
05-AUG-2019,15349.7,15544.9,15312.55,15518.55,26873535,2040.86
06-AUG-2019,15479.2,15636.5,15434.25,15514.8,29684463,2245.01
07-AUG-2019,15591.15,15730.7,15522.85,15583.35,21314090,1700.24
08-AUG-2019,15677.45,15919.2,15654.45,15867.95,26614771,2207.8
09-AUG-2019,15898,15945.4,15785.75,15821.35,32476723,1607.22
13-AUG-2019,15809.25,15822.4,15379.6,15424.4,18332921,1498.48
14-AUG-2019,15467.35,15518.45,15298.5,15466.25,20443965,1493.56
16-AUG-2019,15547.4,15552.7,15238.55,15365.35,21253923,1861.03
19-AUG-2019,15420.05,15514.9,15396,15415.15,13489446,986.72
20-AUG-2019,15503.8,15691.65,15467.35,15597.75,27155209,1957.88
21-AUG-2019,15598.5,15680.05,15562,15578.15,17085453,1255.89
22-AUG-2019,15581.5,15703.15,15478.8,15632,18016274,1476.71
23-AUG-2019,15647.65,15872.85,15639.4,15816.6,27917993,2192.84
26-AUG-2019,15825.25,15922.55,15628.1,15890.2,16822219,1436.38
27-AUG-2019,15817.3,15833.55,15631.5,15675.3,34222065,2969.42
28-AUG-2019,15704.1,15898,15703.1,15879.9,20178247,1718.96
29-AUG-2019,15774.65,15943.3,15754.9,15884.55,20870908,1691.82
30-AUG-2019,15893.9,16039.25,15734.2,16010.4,25878941,2182.07
03-SEP-2019,16027.1,16189.45,15935.9,15984.85,20910676,1837.72
04-SEP-2019,15985.75,16090.85,15944.4,16032.5,19497738,1505.82
05-SEP-2019,16109.2,16142.65,15972.2,16030.95,19716238,1637.53
06-SEP-2019,16139.9,16218.8,15991.05,16034.55,33895824,2254.97
09-SEP-2019,16023.95,16030.45,15883.6,15919.4,19870754,1312.44
11-SEP-2019,15901.15,15955.2,15669.3,15701.8,29755328,2051.27
12-SEP-2019,15674.3,15725.75,15525.15,15583.25,20094724,1493.01
13-SEP-2019,15608.1,15739.7,15586.7,15722.9,16676082,1305.63
16-SEP-2019,15774.45,15854.15,15602.6,15743.15,18942349,1593
17-SEP-2019,15769.85,15769.85,15563.6,15625.65,19404909,1681.46
18-SEP-2019,15649.05,15731.05,15584.1,15702.3,13894347,1152.12
19-SEP-2019,15667,15675.15,15469.1,15522.45,16325657,1388.26
20-SEP-2019,15541.55,15742.55,15434.15,15491.05,47154254,4212.65
23-SEP-2019,15611.8,15611.8,14735.55,15040.65,38192804,3354.08
24-SEP-2019,15055.05,15380.35,15055.05,15338.65,35122169,3030.69
25-SEP-2019,15351.85,15471,15268.9,15379.9,26252716,2365.7
26-SEP-2019,15374.5,15456.85,15208.4,15312.9,36572789,3166.66
27-SEP-2019,15297.7,15412.9,15214.2,15236.4,19972976,1643.58
30-SEP-2019,15277.15,15568.45,15259.8,15540.15,24639706,2147.44
01-OCT-2019,15559.65,15561.5,15240.95,15300.25,20838455,1838.91
03-OCT-2019,15318.8,15417.25,15228.9,15277.95,19672683,1588.38
04-OCT-2019,15328.4,15418.8,15285.15,15340.3,22045346,1820.69
07-OCT-2019,15368.15,15472.35,15226.7,15246.75,16359132,1379.13
09-OCT-2019,15305.1,15317.15,15051.35,15128.75,21599827,1746.17
10-OCT-2019,15124.85,15235.6,15034.6,15093.8,24092311,2058.72
11-OCT-2019,14871.45,15388.95,14865.1,15321.9,46781069,5023.03
14-OCT-2019,15202.2,15338.6,15147.7,15277.75,28977053,2497.51
15-OCT-2019,15254.4,15281.45,15191.05,15208.4,34587081,2440.66
16-OCT-2019,15223.5,15373.35,15213.2,15344.9,40139861,2599.69
17-OCT-2019,15257.95,15313.9,15160.2,15281.9,29872973,2430.53
18-OCT-2019,15271.95,15434.55,15241,15410.1,25035472,2143.07
22-OCT-2019,15033.3,15085.45,14659.45,14688.65,112307829,8066.01
23-OCT-2019,14640.85,14911.2,14566.55,14833.35,77030948,5416.54
24-OCT-2019,14956.65,14970.35,14756.55,14781.5,51576928,3963.43
25-OCT-2019,14883.4,14943.75,14720.85,14898.85,33436273,2745.94
27-OCT-2019,15012.45,15058.45,14916.05,14956.4,4721747,342.32
29-OCT-2019,14980.15,15199.9,14970.5,15181.4,35883005,3084.37
30-OCT-2019,15343.7,15419.65,15212.75,15395.65,41161977,3475.42
31-OCT-2019,15436.3,15657.75,15417,15559.4,48285119,4109.46
01-NOV-2019,15575.35,15636.3,15411.8,15471.2,29764342,2592.64
04-NOV-2019,15474,15803.35,15428.5,15591.3,46736702,3674.77
05-NOV-2019,15613.1,15613.1,15422.8,15533.45,25846772,2198.3
06-NOV-2019,15554.05,15647.05,15440.4,15561.3,40153010,3279.74
07-NOV-2019,15635.5,15639.7,15532.15,15624.4,24251273,1962.7
08-NOV-2019,15646.4,15658.15,15355.7,15383.3,21722268,1951.69
11-NOV-2019,15343.25,15354.05,15228.8,15308.55,16836070,1561.98
13-NOV-2019,15307.9,15374.05,15192.3,15240.95,28471486,2436.47
14-NOV-2019,15292.9,15410.3,15217.3,15388.75,25379073,2108.48
15-NOV-2019,15425.05,15471.15,15287.1,15310.6,18374737,1678.14
18-NOV-2019,15326.8,15373.85,15251,15295.25,22066550,1631.52
19-NOV-2019,15318.65,15371.8,15256.85,15304.85,25599935,2107.72
20-NOV-2019,15349.05,15349.05,15235,15318.5,19887942,1759
21-NOV-2019,15353.7,15435.4,15279.4,15293.95,21612732,1785.5
22-NOV-2019,15216.55,15220.05,14931.35,14995.9,29495740,2401.6
25-NOV-2019,15002.2,15112.9,14950.95,15100.6,17414541,1529.56
26-NOV-2019,15174.65,15212.65,14867.45,14922.15,54958881,4479.36
27-NOV-2019,14957.5,15049,14946.55,15022.15,15023394,1401.46
28-NOV-2019,15069.15,15136.2,15042.65,15121.75,14650309,1395.04
29-NOV-2019,15132.95,15147.25,14964.25,14998.05,13785332,1159.02
02-DEC-2019,15056.85,15070.65,14819.4,14852,26527817,2233.28
03-DEC-2019,14870.9,14956.45,14808.4,14920.75,23102025,2103.53
04-DEC-2019,14918.5,15188.55,14896.6,15175.15,27219694,2295.68
05-DEC-2019,15164.15,15385.45,15101.8,15367.5,28794873,2450.08
06-DEC-2019,15383.45,15390.05,15269.25,15289.6,16934648,1363.79
09-DEC-2019,15309.7,15322.55,15136.25,15157.15,18193828,1527.23
10-DEC-2019,15120.05,15123.35,14903.25,14946.5,20105891,1859.95
11-DEC-2019,14972,15147.35,14963.65,15130.3,22965246,2129.75
12-DEC-2019,15151.1,15184.15,14890.6,14972.65,27121407,2750.23
13-DEC-2019,14987.9,15221.45,14965.15,15200.55,30121794,2685.5
16-DEC-2019,15263.75,15446.25,15223.1,15348.7,28614674,2666.79
17-DEC-2019,15417.55,15670.35,15387.2,15637.15,35675500,3589.74
18-DEC-2019,15680.5,15835.8,15649.15,15710.65,46723697,4525.93
19-DEC-2019,15741.2,15835.5,15654.7,15812.95,25099747,2629.83
20-DEC-2019,15811.95,15890.95,15781.25,15844.55,29982814,2739.61
23-DEC-2019,15811.4,15936,15809.05,15865.5,15891898,1414.7
24-DEC-2019,15877.4,15880.15,15739.45,15778.2,16014503,1570.19
26-DEC-2019,15784.45,15806.85,15690.95,15706.45,17848305,1472.24
27-DEC-2019,15740.4,15824.15,15657.5,15780.7,16652327,1458.89
30-DEC-2019,15801.5,15868.95,15715.1,15775,16249651,1400.99
31-DEC-2019,15754.05,15775.25,15634.5,15652.4,19595240,1563.39
